,name,categories,address,cc,city,country,crossStreet,distance,formattedAddress,labeledLatLngs,lat,lng,state,id
4,Somerset House,Event Space,Strand,GB,London,United Kingdom,,103,"['Strand', 'London', 'Greater London', 'WC2R 1LA', 'United Kingdom']","[{'label': 'display', 'lat': 51.51078575130956, 'lng': -0.11789917945861816}]",51.51078575130956,-0.11789917945861816,Greater London,4ac518cff964a52063a620e3
5,Victoria Embankment Gardens,Garden,Victoria Embankment,GB,London,United Kingdom,btwn Villiers St & Savoy St,336,"['Victoria Embankment (btwn Villiers St & Savoy St)', 'London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.508135223356234, 'lng': -0.12207889450158034}]",51.508135223356234,-0.12207889450158034,Greater London,4b9e3908f964a520f6d236e3
6,The Institution of Engineering and Technology (IET),Convention Center,2 Savoy Pl,GB,London,United Kingdom,,74,"['2 Savoy Pl', 'London', 'Greater London', 'WC2R 0BL', 'United Kingdom']","[{'label': 'display', 'lat': 51.50986186921532, 'lng': -0.11916036667405835}]",51.50986186921532,-0.11916036667405835,Greater London,4bfb80c9565f76b0bba305db
7,Somerset House Studios,Exhibit,Strand,GB,London,United Kingdom,,125,"['Strand', 'London', 'Greater London', 'W C2R', 'United Kingdom']","[{'label': 'display', 'lat': 51.510732, 'lng': -0.116938}]",51.510732,-0.116938,Greater London,5810e19238fad02c6f031533
8,Savoy Place,Convention Center,Savoy Place,GB,London,United Kingdom,,72,"['Savoy Place', 'London', 'Greater London', 'WC2R 0BL', 'United Kingdom']","[{'label': 'display', 'lat': 51.50981746919057, 'lng': -0.11913633372473872}]",51.50981746919057,-0.11913633372473872,Greater London,4b15837cf964a520f6ad23e3
9,Lancaster Place (T),Bus Stop,Lancaster Place,GB,London,United Kingdom,Strand,80,"['Lancaster Place (Strand)', 'London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.510511943132514, 'lng': -0.11860182159576725}]",51.510511943132514,-0.11860182159576725,Greater London,4f5213b2e4b03365338a13c2
10,Westminster Bridge,Bridge,Westminster Bridge Rd.,GB,London,United Kingdom,Victoria Embankment,1027,"['Westminster Bridge Rd. (Victoria Embankment)', 'London', 'Greater London', 'SE1 7XB', 'United Kingdom']","[{'label': 'display', 'lat': 51.500868916203046, 'lng': -0.12141823768615723}]",51.500868916203046,-0.12141823768615723,Greater London,4ac518d0f964a52097a620e3
11,ECI partners,,"Brettenham House, Lancaster Place",GB,London,United Kingdom,,30,"['Brettenham House, Lancaster Place', 'London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.51003784495428, 'lng': -0.11842558686460372}]",51.51003784495428,-0.11842558686460372,Greater London,4caedaa975ebb60c8783b7ad
12,RNLI Lifeboat Station Tower Pier,Pier,Victoria Embankment,GB,London,United Kingdom,,43,"['Victoria Embankment', 'London', 'Greater London', 'WC2R 2PP', 'United Kingdom']","[{'label': 'display', 'lat': 51.51007033602788, 'lng': -0.11756239548658716}]",51.51007033602788,-0.11756239548658716,Greater London,4c9a50badb10b60c99a6916d
13,Chrysaor,Office,Brettenham House,GB,London,United Kingdom,,106,"['Brettenham House', 'London', 'Greater London', 'WC2E 7AE', 'United Kingdom']","[{'label': 'display', 'lat': 51.510605, 'lng': -0.119069}]",51.510605,-0.119069,Greater London,5a61be182632ec2593997b1b
14,Duchy Of Lancaster,Office,,GB,,United Kingdom,,52,['United Kingdom'],"[{'label': 'display', 'lat': 51.51027431551097, 'lng': -0.11845957347635735}]",51.51027431551097,-0.11845957347635735,,525d3157498e4d747c3d63ea
15,Makerversity,Coworking Space,Sommerset House,GB,London,United Kingdom,,36,"['Sommerset House', 'London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.51008112168355, 'lng': -0.11769269118837544}]",51.51008112168355,-0.11769269118837544,Greater London,5537dcd6498e6226c978d742
